specialty,category,source_row_count,hbp_estimated_cost_inr_low,hbp_estimated_cost_inr_high,hbp_cost_confidence,hbp_cost_source_label,hbp_cost_source_url
Colorectal Surgeon,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Colorectal Surgery,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Constipation,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Diagnostic and Advanced Laparoscopic Surgery,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Endoscopy,"Gastroenterology, Hepatobiliary & Colorectal",2,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Endoscopy Centre,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Endoscopy Laproscopy,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Endoscopy Services,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Endoscopy and Laparoscopy,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Endoscopy and Medical Gastroenterology,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Fistula In Ano,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Gallbladder Stones,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Gastro Enterology and Laproscopic Surgery,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Gastro Intestinal Surgeon,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Gastro Intestinal Surgery,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Gastro Sciences,"Gastroenterology, Hepatobiliary & Colorectal",2,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Gastro Surgery,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Gastroenterologist,"Gastroenterology, Hepatobiliary & Colorectal",2,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Gastroenterology,"Gastroenterology, Hepatobiliary & Colorectal",2,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Gastroenterology Hepatobiliary Surgery,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Gastroenterology Hepatology,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Gastroenterology and Hepatobiliary Sciences,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Gastroenterology and Hepatobiliary Surgery,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Gastroenterology and Hepatology,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Gastroenterology and Laparoscopic Surgery,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Gastroentrology,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Gastroentrology and Laproscopic Surgery,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Gastrointestinal Science,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Gastrointestinal Surgeon,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Gastrointestinal Surgery,"Gastroenterology, Hepatobiliary & Colorectal",2,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Gastrointestinal and General Surgery,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Gastrointestinal and Hpb Surgery,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Gastrointestinal and Laparoscopic Surgery,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Gastrointestinal and Minimally Invasive Surgery,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Gastrointestinalendoscopy,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Gastrology,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Gastroscience,"Gastroenterology, Hepatobiliary & Colorectal",2,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Gastrosciences,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Gastrosurgery,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
General Gastro Intestinal Surgery,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
General Laparoscopic Surgery,"Gastroenterology, Hepatobiliary & Colorectal",3,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
General and Laparoscopic Surgery,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Hepato Biliary Pancreatic,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Hepato Bililary Surgery,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Hepato Pancreato Biliary,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Hepatobiliary Surgery,"Gastroenterology, Hepatobiliary & Colorectal",2,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Hepatobiliary Surgery Centre,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Hepatologist,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Hepatology,"Gastroenterology, Hepatobiliary & Colorectal",2,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Hepatology and Gastroenterology,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Hepatology and Liver Disease Management,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Hepatology and Liver Diseases,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Hepatopancreatobili Surgery,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Hepatopancreatobiliary Surgery,"Gastroenterology, Hepatobiliary & Colorectal",2,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Hernia,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Hernia Repair Surgery,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Hernia Surgery,"Gastroenterology, Hepatobiliary & Colorectal",3,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Ibs,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Intrathecal Drug Delivery System,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Laparoscopic General Surgery,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Laparoscopic Kidney Surgery,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Laparoscopic Pyeloplasty,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Laparoscopic Surgeon,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Laparoscopic Surgery,"Gastroenterology, Hepatobiliary & Colorectal",2,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Laparoscopic Varicocelectomy,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Laparoscopy,"Gastroenterology, Hepatobiliary & Colorectal",2,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Laparoscopy Laser Surgery,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Laparoscopy Surgery,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Liver Care,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Liver Diseases,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Liver Diseases Centre,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Liver Transplant,"Gastroenterology, Hepatobiliary & Colorectal",2,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Liver Transplant and Biliary Sciences,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Liver Transplant and GI Surgery,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Liver Transplant and Hepatobiliary Sciences,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Liver Transplant and Hepatobiliary Surgery,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Liver Transplantation,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Liver Transplantation Centre,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Liver Transplantation and Hepatobiliary Surgery,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Liver and Pancreas Surgery,"Gastroenterology, Hepatobiliary & Colorectal",2,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Medical Gastroenterology,"Gastroenterology, Hepatobiliary & Colorectal",2,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Minimal Access Gastro Intestinal and Hepatobiliary Surgery,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Minimally Invasive Advanced Laparoscopic Surgeries,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Minimally Invasive Advanced Laparoscopic Surgery,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Onesittingrootcanaltreatment,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Piles,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Piles Arsha,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Piles Fissure and Haemorrhoids,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Piles Surgery,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Proctology,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Proctology Surgery,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Proctologysurgery,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Prolapse of The Pelvic Organs,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Rectal Prolapse,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Root Canal,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Root Canal Specialists,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Root Canal Treatment,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Surgical Gastro,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Surgical Gastro Enterology,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Surgical Gastroenterology,"Gastroenterology, Hepatobiliary & Colorectal",2,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Surgical Gastroenterology and Liver Transplantation,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Whipple Specimen,"Gastroenterology, Hepatobiliary & Colorectal",1,6000,60000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Addiction Internal Medicine,"General Medicine, Family & Internal Medicine",1,1500,7500,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Addiction Medicine Pm,"General Medicine, Family & Internal Medicine",1,1500,7500,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Addiction Medicine Pmr,"General Medicine, Family & Internal Medicine",1,1500,7500,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Aerospace Medicine,"General Medicine, Family & Internal Medicine",1,1500,7500,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Alternative Medicine,"General Medicine, Family & Internal Medicine",1,1500,7500,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Alternative Medicine Specialist,"General Medicine, Family & Internal Medicine",1,1500,7500,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Alternative Medicine and Holistic Health,"General Medicine, Family & Internal Medicine",1,1500,7500,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Alternative Medicines,"General Medicine, Family & Internal Medicine",1,1500,7500,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Alternative System of Medicine,"General Medicine, Family & Internal Medicine",1,1500,7500,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Blood Transfusion Medicine,"General Medicine, Family & Internal Medicine",1,1500,7500,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Chronic Disease Prevention and Lifestyle Medicine,"General Medicine, Family & Internal Medicine",1,1500,7500,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Community Medicine,"General Medicine, Family & Internal Medicine",1,1500,7500,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Complementary Medicine Bowen Technique,"General Medicine, Family & Internal Medicine",1,1500,7500,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Family Medicine,"General Medicine, Family & Internal Medicine",2,1500,7500,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Family Physician,"General Medicine, Family & Internal Medicine",1,1500,7500,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Family and General Medicine,"General Medicine, Family & Internal Medicine",1,1500,7500,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Family and Preventive Medicine,"General Medicine, Family & Internal Medicine",1,1500,7500,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Fetal and Maternal Medicine,"General Medicine, Family & Internal Medicine",1,1500,7500,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Fetomaternal Medicine,"General Medicine, Family & Internal Medicine",1,1500,7500,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Foetal Medicine,"General Medicine, Family & Internal Medicine",1,1500,7500,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
